game_id,quarter,time,away_team,away_score,home_score,home_team,time_sec
202210210ATL,4th Q,6:52.0,,88.0,90.0,D. Murray misses 2-pt jump shot from 11 ft,412.0
202210210ATL,4th Q,6:49.0,Defensive rebound by P. Banchero,88.0,90.0,,409.0
202210210ATL,4th Q,6:34.0,Turnover by R. Hampton (bad pass),88.0,90.0,,394.0
202210210ATL,4th Q,6:34.0,,88.0,90.0,T. Young enters the game for A. Holiday,394.0
202210210ATL,4th Q,6:11.0,,88.0,93.0,J. Holiday makes 3-pt jump shot from 26 ft (assist by D. Murray),371.0
202210210ATL,4th Q,5:55.0,Turnover by W. Carter (bad pass),88.0,93.0,,355.0
202210210ATL,4th Q,5:55.0,,88.0,93.0,C. Capela enters the game for J. Holiday,355.0
202210210ATL,4th Q,5:55.0,,88.0,93.0,D. Hunter enters the game for O. Okongwu,355.0
202210210ATL,4th Q,5:46.0,,88.0,95.0,C. Capela makes 2-pt layup from 1 ft (assist by T. Young),346.0
202210210ATL,4th Q,5:19.0,P. Banchero makes 2-pt layup from 8 ft,90.0,95.0,,319.0
202210210ATL,4th Q,5:02.0,,90.0,95.0,T. Young misses 3-pt jump shot from 26 ft,302.0
202210210ATL,4th Q,4:58.0,Defensive rebound by F. Wagner,90.0,95.0,,298.0
202210210ATL,4th Q,4:49.0,W. Carter misses 3-pt jump shot from 23 ft,90.0,95.0,,289.0
202210210ATL,4th Q,4:46.0,,90.0,95.0,Defensive rebound by C. Capela,286.0
202210210ATL,4th Q,4:42.0,,90.0,97.0,J. Collins makes 2-pt dunk from 1 ft (assist by T. Young),282.0
202210210ATL,4th Q,4:42.0,Orlando full timeout,90.0,97.0,,282.0
202210210ATL,4th Q,4:42.0,C. Anthony enters the game for R. Hampton,90.0,97.0,,282.0
202210210ATL,4th Q,4:31.0,P. Banchero makes 2-pt layup from 1 ft (assist by C. Anthony),92.0,97.0,,271.0
202210210ATL,4th Q,4:16.0,,92.0,99.0,D. Murray makes 2-pt jump shot from 13 ft,256.0
202210210ATL,4th Q,4:01.0,P. Banchero misses 2-pt jump shot from 17 ft,92.0,99.0,,241.0
202210210ATL,4th Q,3:59.0,,92.0,99.0,Defensive rebound by C. Capela,239.0
202210210ATL,4th Q,3:45.0,,92.0,99.0,D. Murray misses 2-pt jump shot from 7 ft,225.0
202210210ATL,4th Q,3:44.0,,92.0,99.0,Offensive rebound by Team,224.0
202210210ATL,4th Q,3:36.0,,92.0,99.0,Personal foul by F. Wagner (drawn by D. Murray),216.0
202210210ATL,4th Q,3:36.0,,92.0,99.0,Atlanta full timeout,216.0
202210210ATL,4th Q,3:24.0,,92.0,99.0,T. Young misses 2-pt layup from 5 ft (block by T. Ross),204.0
202210210ATL,4th Q,3:23.0,,92.0,99.0,Offensive rebound by Team,203.0
202210210ATL,4th Q,3:21.0,,92.0,102.0,T. Young makes 3-pt jump shot from 23 ft (assist by D. Murray),201.0
202210210ATL,4th Q,3:04.0,P. Banchero misses 3-pt jump shot from 26 ft,92.0,102.0,,184.0
202210210ATL,4th Q,3:02.0,Offensive rebound by F. Wagner,92.0,102.0,,182.0
202210210ATL,4th Q,2:55.0,Turnover by F. Wagner (bad pass; steal by D. Murray),92.0,102.0,,175.0
202210210ATL,4th Q,2:52.0,,92.0,102.0,Turnover by D. Murray (bad pass),172.0
202210210ATL,4th Q,2:45.0,Turnover by C. Anthony (bad pass; steal by C. Capela),92.0,102.0,,165.0
202210210ATL,4th Q,2:40.0,,92.0,105.0,T. Young makes 3-pt jump shot from 26 ft,160.0
202210210ATL,4th Q,2:14.0,P. Banchero misses 3-pt jump shot from 23 ft,92.0,105.0,,134.0
202210210ATL,4th Q,2:12.0,,92.0,105.0,Defensive rebound by D. Murray,132.0
202210210ATL,4th Q,2:07.0,,92.0,105.0,Turnover by J. Collins (lost ball; steal by C. Anthony),127.0
202210210ATL,4th Q,2:02.0,F. Wagner misses 3-pt jump shot from 25 ft,92.0,105.0,,122.0
202210210ATL,4th Q,2:00.0,Offensive rebound by P. Banchero,92.0,105.0,,120.0
202210210ATL,4th Q,2:00.0,Personal foul by T. Young (drawn by P. Banchero),92.0,105.0,,120.0
202210210ATL,4th Q,1:55.0,F. Wagner makes 2-pt layup from 2 ft (assist by W. Carter),94.0,105.0,,115.0
202210210ATL,4th Q,1:35.0,,94.0,105.0,T. Young misses 2-pt jump shot from 21 ft,95.0
202210210ATL,4th Q,1:34.0,,94.0,105.0,Offensive rebound by Team,94.0
202210210ATL,4th Q,1:22.0,,94.0,105.0,D. Hunter misses 2-pt jump shot from 11 ft,82.0
202210210ATL,4th Q,1:17.0,Defensive rebound by P. Banchero,94.0,105.0,,77.0
202210210ATL,4th Q,1:07.0,P. Banchero misses 2-pt jump shot from 13 ft (block by J. Collins),94.0,105.0,,67.0
202210210ATL,4th Q,1:02.0,,94.0,105.0,Defensive rebound by J. Collins,62.0
202210210ATL,4th Q,0:48.0,,94.0,108.0,J. Collins makes 3-pt jump shot from 23 ft (assist by D. Murray),48.0
202210210ATL,4th Q,0:37.0,Shooting foul by J. Collins (drawn by C. Anthony),94.0,108.0,,37.0
202210210ATL,4th Q,0:37.0,C. Anthony makes free throw 1 of 2,95.0,108.0,,37.0
202210210ATL,4th Q,0:37.0,K. Harris enters the game for F. Wagner,95.0,108.0,,37.0
202210210ATL,4th Q,0:37.0,C. Anthony makes free throw 2 of 2,96.0,108.0,,37.0
202210210ATL,4th Q,0:17.0,,96.0,108.0,T. Young misses 2-pt jump shot from 7 ft,17.0
202210210ATL,4th Q,0:14.0,Defensive rebound by K. Harris,96.0,108.0,,14.0
202210210ATL,4th Q,0:11.0,Shooting foul by J. Collins (drawn by P. Banchero),96.0,108.0,,11.0
202210210ATL,4th Q,0:11.0,P. Banchero makes free throw 1 of 2,97.0,108.0,,11.0
202210210ATL,4th Q,0:11.0,P. Banchero makes free throw 2 of 2,98.0,108.0,,11.0
